latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,predicted_type,max_prob,prob_type2
23.48804,84.61095,309.19,0.39,0.36,2024-04-27,2004,N20,VIIRS,n,2,292.57,1.99,N,0,2,0.72,0.72
22.3356,82.57564,311.07,0.39,0.36,2024-04-27,2004,N20,VIIRS,n,2,285.88,1.39,N,0,2,0.8,0.8
20.83157,84.88303,311.45,0.4,0.37,2024-04-27,2005,N20,VIIRS,n,2,299.76,1.53,N,0,2,0.78,0.78
20.76207,84.87466,312.56,0.4,0.37,2024-04-27,2005,N20,VIIRS,n,2,298.81,1.59,N,0,2,0.81,0.81
25.10561,73.48283,314.34,0.68,0.74,2024-04-27,2144,N20,VIIRS,n,2,283.44,3.99,N,0,2,0.77,0.77
29.27966,80.08964,305.71,0.36,0.58,2024-04-28,1943,N20,VIIRS,n,2,288.27,1.43,N,0,2,0.75,0.75
29.82033,78.60155,298.76,0.45,0.63,2024-04-28,1943,N20,VIIRS,n,2,284.64,0.75,N,0,2,0.73,0.73
29.80375,79.62774,296.64,0.39,0.59,2024-04-28,1943,N20,VIIRS,n,2,285.82,0.94,N,0,2,0.73,0.73
29.96706,80.30157,301.7,0.36,0.57,2024-04-28,1943,N20,VIIRS,n,2,287.3,0.89,N,0,2,0.84,0.84
29.97222,80.30357,302.95,0.36,0.57,2024-04-28,1943,N20,VIIRS,n,2,287.34,0.89,N,0,2,0.76,0.76
23.71371,87.2484,312.18,0.4,0.37,2024-04-28,1945,N20,VIIRS,n,2,301.6,2.14,N,0,2,0.8,0.8
9.85003,77.24884,300.49,0.32,0.55,2024-04-28,1949,N20,VIIRS,n,2,288.85,1.39,N,0,2,0.72,0.72
10.25172,77.37378,311.5,0.32,0.54,2024-04-28,1949,N20,VIIRS,n,2,287.58,1.81,N,0,2,0.88,0.88
10.2529,77.36608,302.46,0.32,0.54,2024-04-28,1949,N20,VIIRS,n,2,286.09,1.76,N,0,2,0.87,0.87
11.22262,76.58508,321.81,0.37,0.58,2024-04-28,1949,N20,VIIRS,n,2,286.68,4.2,N,0,2,0.79,0.79
29.86017,78.91733,316.38,0.57,0.69,2024-04-28,2124,N20,VIIRS,n,2,286.97,2.51,N,0,2,0.77,0.77
30.03932,78.88805,299.7,0.57,0.69,2024-04-28,2124,N20,VIIRS,n,2,285.37,1.56,N,0,2,0.8,0.8
29.95815,79.96874,299.93,0.66,0.73,2024-04-28,2124,N20,VIIRS,n,2,284.5,1.46,N,0,2,0.71,0.71
29.21755,79.97209,320.3,0.69,0.74,2024-04-28,2124,N20,VIIRS,n,2,287.81,2.33,N,0,2,0.71,0.71
24.26172,77.98766,305.71,0.69,0.74,2024-04-28,2125,N20,VIIRS,n,2,288.77,1.62,N,0,2,0.73,0.73
24.2563,77.99156,301.29,0.69,0.74,2024-04-28,2125,N20,VIIRS,n,2,288.33,2.13,N,0,2,0.74,0.74
25.52499,84.22932,311.65,0.36,0.57,2024-04-29,1925,N20,VIIRS,n,2,286.19,1.81,N,0,2,0.75,0.75
21.91616,86.57675,323.78,0.46,0.47,2024-04-29,1926,N20,VIIRS,n,2,300.68,1.96,N,0,2,0.83,0.83
25.71632,78.82966,302.26,0.79,0.78,2024-04-29,1926,N20,VIIRS,n,2,291.27,1.32,N,0,2,0.71,0.71
11.72035,76.54817,306.07,0.8,0.78,2024-04-29,1930,N20,VIIRS,n,2,282.31,1.47,N,0,2,0.71,0.71
11.9671,77.13858,306.49,0.73,0.76,2024-04-29,1930,N20,VIIRS,n,2,285.53,2.11,N,0,2,0.79,0.79
25.23162,84.11395,303.05,0.79,0.78,2024-04-29,2106,N20,VIIRS,n,2,288.62,2.75,N,0,2,0.81,0.81
25.31475,83.97154,309.99,0.77,0.77,2024-04-29,2106,N20,VIIRS,n,2,289.38,3.36,N,0,2,0.91,0.91
22.12931,72.76716,309.19,0.56,0.43,2024-04-29,2107,N20,VIIRS,n,2,294.18,1.26,N,0,2,0.75,0.75
25.61106,91.54527,300.29,0.5,0.49,2024-04-30,1906,N20,VIIRS,n,2,289.64,2.99,N,0,2,0.79,0.79
17.64929,83.21254,308.06,0.7,0.75,2024-04-30,1909,N20,VIIRS,n,2,289.92,1.78,N,0,2,0.76,0.76
30.314,78.74786,300.32,0.48,0.4,2024-04-30,2046,N20,VIIRS,n,2,286.92,1.45,N,0,2,0.78,0.78
29.9896,79.89046,296.29,0.55,0.43,2024-04-30,2046,N20,VIIRS,n,2,285.75,1.42,N,0,2,0.76,0.76
29.69011,80.02576,309.78,0.57,0.43,2024-04-30,2046,N20,VIIRS,n,2,288.42,2.25,N,0,2,0.8,0.8
29.74021,79.81189,302.41,0.55,0.43,2024-04-30,2046,N20,VIIRS,n,2,286.36,1.48,N,0,2,0.75,0.75
29.34649,79.93083,306.2,0.57,0.43,2024-04-30,2046,N20,VIIRS,n,2,287.88,2.39,N,0,2,0.72,0.72
25.90052,78.28622,298.83,0.53,0.42,2024-04-30,2047,N20,VIIRS,n,2,288.07,1.63,N,0,2,0.85,0.85
23.56608,77.80679,311.46,0.55,0.42,2024-04-30,2048,N20,VIIRS,n,2,290.97,1.79,N,0,2,0.75,0.75
24.67356,74.28183,314.55,0.39,0.36,2024-04-30,2048,N20,VIIRS,n,2,290.12,2.28,N,0,2,0.71,0.71
18.67607,79.55532,317.63,0.57,0.52,2024-04-30,2049,N20,VIIRS,n,2,296.55,3.52,N,0,2,0.83,0.83
11.18469,79.10072,306.83,0.36,0.58,2024-04-30,2051,N20,VIIRS,n,2,290.27,2.08,N,0,2,0.76,0.76
27.46325,95.47895,306.38,0.59,0.53,2024-05-01,1847,N20,VIIRS,n,2,286.86,2.02,N,0,2,0.71,0.71
29.77379,79.07487,305.31,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,284.42,1.71,N,0,2,0.73,0.73
29.52271,79.57122,295.99,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,283.58,0.87,N,0,2,0.8,0.8
29.58239,79.10558,301.52,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,289.41,0.96,N,0,2,0.77,0.77
29.56055,79.20241,301.29,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,288.01,1.04,N,0,2,0.74,0.74
29.53723,79.28666,306.58,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,286.42,1.25,N,0,2,0.79,0.79
29.52521,79.27267,311.08,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,287.55,1.19,N,0,2,0.88,0.88
29.30526,80.01101,299.34,0.39,0.36,2024-05-01,2027,N20,VIIRS,n,2,286.34,1.57,N,0,2,0.83,0.83
29.25586,79.97974,306.2,0.39,0.36,2024-05-01,2027,N20,VIIRS,n,2,285.41,2.25,N,0,2,0.72,0.72
29.97854,79.55225,301.85,0.38,0.36,2024-05-01,2027,N20,VIIRS,n,2,284.17,0.8,N,0,2,0.71,0.71
25.74181,77.97009,298.98,0.38,0.36,2024-05-01,2028,N20,VIIRS,n,2,287.56,0.73,N,0,2,0.8,0.8
25.98771,79.76257,312.67,0.4,0.37,2024-05-01,2028,N20,VIIRS,n,2,290.38,1.4,N,0,2,0.73,0.73
26.28686,87.0008,300.83,0.59,0.53,2024-05-01,2028,N20,VIIRS,n,2,289.65,1.66,N,0,2,0.71,0.71
20.026,82.93034,313.26,0.44,0.46,2024-05-01,2030,N20,VIIRS,n,2,297.82,2.08,N,0,2,0.77,0.77
18.99701,79.24161,316.54,0.44,0.38,2024-05-01,2030,N20,VIIRS,n,2,301.08,2.38,N,0,2,0.74,0.74
18.9905,79.34211,317.65,0.44,0.38,2024-05-01,2030,N20,VIIRS,n,2,300.65,2.42,N,0,2,0.74,0.74
19.11526,79.41968,311.92,0.44,0.38,2024-05-01,2030,N20,VIIRS,n,2,300.59,1.78,N,0,2,0.74,0.74
19.52479,79.42867,323.58,0.44,0.38,2024-05-01,2030,N20,VIIRS,n,2,299.85,2.43,N,0,2,0.73,0.73
16.74837,82.30602,302.56,0.46,0.47,2024-05-01,2031,N20,VIIRS,n,2,286.58,1.51,N,0,2,0.82,0.82
10.24474,77.3222,308.96,0.45,0.39,2024-05-01,2033,N20,VIIRS,n,2,283.15,1.27,N,0,2,0.71,0.71
10.27054,77.36465,302.46,0.45,0.39,2024-05-01,2033,N20,VIIRS,n,2,285.67,1.34,N,0,2,0.9,0.9
30.02735,79.64119,304.82,0.51,0.41,2024-05-02,2008,N20,VIIRS,n,2,286.37,2.14,N,0,2,0.82,0.82
29.84745,79.66254,305.2,0.5,0.41,2024-05-02,2008,N20,VIIRS,n,2,287.69,1.5,N,0,2,0.88,0.88
29.76818,79.55901,300.8,0.51,0.41,2024-05-02,2008,N20,VIIRS,n,2,286.66,0.86,N,0,2,0.73,0.73
29.61756,80.06614,297.86,0.48,0.4,2024-05-02,2008,N20,VIIRS,n,2,287.18,0.9,N,0,2,0.71,0.71
30.78612,78.33207,305.02,0.4,0.44,2024-05-02,2008,N20,VIIRS,n,2,286.39,1.49,N,0,2,0.73,0.73
30.72161,78.39469,311.53,0.4,0.44,2024-05-02,2008,N20,VIIRS,n,2,288.26,1.62,N,0,2,0.75,0.75
30.86155,76.9761,311.07,0.48,0.48,2024-05-02,2008,N20,VIIRS,n,2,289.94,1.69,N,0,2,0.72,0.72
30.5953,78.5292,303.63,0.39,0.44,2024-05-02,2008,N20,VIIRS,n,2,286.74,1.95,N,0,2,0.73,0.73
30.36906,78.80726,311.38,0.56,0.43,2024-05-02,2008,N20,VIIRS,n,2,287.4,2.71,N,0,2,0.94,0.94
29.42227,79.49064,299.47,0.51,0.41,2024-05-02,2009,N20,VIIRS,n,2,288.15,1.55,N,0,2,0.9,0.9
29.31912,79.98506,322.93,0.48,0.4,2024-05-02,2009,N20,VIIRS,n,2,290.03,2.54,N,0,2,0.71,0.71
29.27752,79.8454,302.71,0.49,0.4,2024-05-02,2009,N20,VIIRS,n,2,287.68,1.98,N,0,2,0.84,0.84
28.70032,79.72779,306.05,0.49,0.4,2024-05-02,2009,N20,VIIRS,n,2,290.03,1.9,N,0,2,0.79,0.79
28.77942,76.60635,300.8,0.48,0.48,2024-05-02,2009,N20,VIIRS,n,2,287.95,1.21,N,0,2,0.83,0.83
25.40924,84.46758,309.9,0.4,0.37,2024-05-02,2009,N20,VIIRS,n,2,291.08,1.38,N,0,2,0.73,0.73
25.35999,84.23198,313.83,0.4,0.37,2024-05-02,2009,N20,VIIRS,n,2,291.29,2.5,N,0,2,0.76,0.76
22.03582,83.8082,317.68,0.4,0.37,2024-05-02,2010,N20,VIIRS,n,2,301.45,2.59,N,0,2,0.8,0.8
21.6551,85.01012,312.74,0.45,0.39,2024-05-02,2010,N20,VIIRS,n,2,300.47,3.11,N,0,2,0.73,0.73
24.8964,85.93539,312.22,0.45,0.39,2024-05-02,2010,N20,VIIRS,n,2,298.54,1.83,N,0,2,0.8,0.8
25.68809,79.61713,302.66,0.46,0.39,2024-05-02,2010,N20,VIIRS,n,2,290.86,1.05,N,0,2,0.73,0.73
25.59514,78.95937,302.01,0.49,0.4,2024-05-02,2010,N20,VIIRS,n,2,286.07,0.79,N,0,2,0.79,0.79
23.73836,85.03759,309.7,0.43,0.38,2024-05-02,2010,N20,VIIRS,n,2,293.33,1.73,N,0,2,0.75,0.75
19.75014,83.13102,316.42,0.4,0.37,2024-05-02,2011,N20,VIIRS,n,2,299.42,2.73,N,0,2,0.84,0.84
18.99839,79.23532,311.23,0.41,0.37,2024-05-02,2011,N20,VIIRS,n,2,300.09,1.78,N,0,2,0.72,0.72
18.99119,79.33368,316.3,0.41,0.37,2024-05-02,2011,N20,VIIRS,n,2,302.02,3.6,N,0,2,0.94,0.94
19.33181,79.13316,315.31,0.42,0.38,2024-05-02,2011,N20,VIIRS,n,2,299.94,2.89,N,0,2,0.73,0.73
20.81832,84.94308,316.49,0.45,0.39,2024-05-02,2011,N20,VIIRS,n,2,301.26,3.35,N,0,2,0.74,0.74
21.39304,80.73785,323.12,0.39,0.36,2024-05-02,2011,N20,VIIRS,n,2,299.81,3.32,N,0,2,0.74,0.74
20.54541,84.5056,324.43,0.44,0.38,2024-05-02,2011,N20,VIIRS,n,2,301.27,2.92,N,0,2,0.79,0.79
14.12362,77.25895,317.86,0.45,0.39,2024-05-02,2013,N20,VIIRS,n,2,297.8,2.24,N,0,2,0.73,0.73
26.54493,83.23264,312.6,0.53,0.42,2024-05-03,1950,N20,VIIRS,n,2,287.27,1.82,N,0,2,0.73,0.73
26.60463,84.02725,302.86,0.49,0.4,2024-05-03,1950,N20,VIIRS,n,2,292.22,1.15,N,0,2,0.71,0.71
27.41247,82.87401,299.02,0.57,0.43,2024-05-03,1950,N20,VIIRS,n,2,285.61,0.73,N,0,2,0.76,0.76
22.86039,84.10976,299.47,0.44,0.39,2024-05-03,1951,N20,VIIRS,n,2,287.75,1.03,N,0,2,0.77,0.77
23.02286,83.95261,299.73,0.45,0.39,2024-05-03,1951,N20,VIIRS,n,2,286.46,1.11,N,0,2,0.73,0.73
23.64602,81.95663,300.21,0.38,0.43,2024-05-03,1951,N20,VIIRS,n,2,283.2,0.63,N,0,2,0.74,0.74
25.15119,84.37057,311.47,0.45,0.39,2024-05-03,1951,N20,VIIRS,n,2,289.27,2.83,N,0,2,0.83,0.83
22.03184,85.26727,309.08,0.4,0.37,2024-05-03,1951,N20,VIIRS,n,2,296.49,1.45,N,0,2,0.79,0.79
24.95538,80.4072,303.24,0.49,0.49,2024-05-03,1951,N20,VIIRS,n,2,283.62,1.46,N,0,2,0.77,0.77
20.64319,83.78427,313.47,0.44,0.38,2024-05-03,1952,N20,VIIRS,n,2,301.78,3.67,N,0,2,0.76,0.76
20.93761,82.92037,314.9,0.48,0.4,2024-05-03,1952,N20,VIIRS,n,2,301.32,3.93,N,0,2,0.83,0.83
20.79192,84.52892,318.05,0.41,0.37,2024-05-03,1952,N20,VIIRS,n,2,301.06,2.42,N,0,2,0.78,0.78
21.08651,84.69156,316.72,0.41,0.37,2024-05-03,1952,N20,VIIRS,n,2,299.54,2.66,N,0,2,0.78,0.78
22.33633,79.22866,300.35,0.54,0.51,2024-05-03,1952,N20,VIIRS,n,2,288.82,1.56,N,0,2,0.78,0.78
22.09991,84.5312,310.35,0.42,0.38,2024-05-03,1952,N20,VIIRS,n,2,293.72,2.34,N,0,2,0.71,0.71
30.40947,79.3703,301.5,0.64,0.72,2024-05-04,1930,N20,VIIRS,n,2,286.87,2.04,N,0,2,0.87,0.87
30.25621,79.20722,297.83,0.65,0.73,2024-05-04,1930,N20,VIIRS,n,2,287.2,1.43,N,0,2,0.88,0.88
30.09696,78.9305,307.57,0.68,0.74,2024-05-04,1931,N20,VIIRS,n,2,287.82,1.59,N,0,2,0.72,0.72
29.99073,79.4173,298.95,0.63,0.72,2024-05-04,1931,N20,VIIRS,n,2,286.82,2.13,N,0,2,0.74,0.74
29.99024,79.42729,307.34,0.63,0.72,2024-05-04,1931,N20,VIIRS,n,2,287.99,2.96,N,0,2,0.81,0.81
29.87405,79.53867,303.66,0.62,0.71,2024-05-04,1931,N20,VIIRS,n,2,287.34,1.39,N,0,2,0.71,0.71
29.71327,79.74605,309.3,0.6,0.71,2024-05-04,1931,N20,VIIRS,n,2,286.01,4.43,N,0,2,0.71,0.71
29.70233,80.06432,308.44,0.57,0.69,2024-05-04,1931,N20,VIIRS,n,2,288.69,2.13,N,0,2,0.78,0.78
29.66505,79.92262,305.81,0.58,0.7,2024-05-04,1931,N20,VIIRS,n,2,287.19,1.41,N,0,2,0.78,0.78
29.62959,79.97908,302.46,0.58,0.7,2024-05-04,1931,N20,VIIRS,n,2,289.87,1.97,N,0,2,0.89,0.89
29.59285,79.53588,309.07,0.62,0.71,2024-05-04,1931,N20,VIIRS,n,2,288.31,1.98,N,0,2,0.74,0.74
29.44571,79.36705,301.2,0.63,0.72,2024-05-04,1931,N20,VIIRS,n,2,289.52,2.26,N,0,2,0.81,0.81
29.43575,79.43444,304.26,0.62,0.72,2024-05-04,1931,N20,VIIRS,n,2,287.65,1.52,N,0,2,0.82,0.82
29.3024,79.48393,307.84,0.62,0.71,2024-05-04,1931,N20,VIIRS,n,2,292.36,2.4,N,0,2,0.8,0.8
23.07865,83.99057,300.76,0.55,0.51,2024-05-04,1932,N20,VIIRS,n,2,289.6,1.85,N,0,2,0.79,0.79
24.96578,83.82829,306.82,0.6,0.53,2024-05-04,1932,N20,VIIRS,n,2,292.5,1.24,N,0,2,0.76,0.76
20.78485,84.5671,316.61,0.48,0.48,2024-05-04,1933,N20,VIIRS,n,2,298.03,1.93,N,0,2,0.74,0.74
22.58862,82.79029,310.54,0.33,0.55,2024-05-04,1933,N20,VIIRS,n,2,292.14,2.43,N,0,2,0.83,0.83
29.56291,79.67546,306.13,0.42,0.61,2024-05-04,2111,N20,VIIRS,n,2,289.18,0.95,N,0,2,0.82,0.82
29.81775,79.5863,304.65,0.41,0.61,2024-05-04,2111,N20,VIIRS,n,2,288.6,1.42,N,0,2,0.72,0.72
30.00561,78.88353,299.95,0.37,0.58,2024-05-04,2111,N20,VIIRS,n,2,289.34,2.28,N,0,2,0.85,0.85
30.41766,79.39565,298.02,0.39,0.59,2024-05-04,2111,N20,VIIRS,n,2,286.6,1.51,N,0,2,0.89,0.89
30.58894,77.87814,300.32,0.63,0.54,2024-05-04,2111,N20,VIIRS,n,2,289.96,1.05,N,0,2,0.9,0.9
30.17734,79.38058,306.99,0.39,0.59,2024-05-04,2111,N20,VIIRS,n,2,286.95,1.03,N,0,2,0.85,0.85
30.18158,79.2252,299.04,0.38,0.59,2024-05-04,2111,N20,VIIRS,n,2,287.22,1.0,N,0,2,0.81,0.81
29.95183,79.91359,301.18,0.43,0.62,2024-05-04,2111,N20,VIIRS,n,2,287.84,1.16,N,0,2,0.79,0.79
29.4246,79.1302,308.36,0.39,0.6,2024-05-04,2111,N20,VIIRS,n,2,291.87,2.07,N,0,2,0.71,0.71
29.34963,79.77887,300.87,0.43,0.62,2024-05-04,2111,N20,VIIRS,n,2,290.41,1.66,N,0,2,0.94,0.94
29.47591,79.30054,300.34,0.4,0.6,2024-05-04,2111,N20,VIIRS,n,2,289.59,1.5,N,0,2,0.85,0.85
29.32633,79.98838,302.91,0.45,0.63,2024-05-04,2111,N20,VIIRS,n,2,289.77,2.5,N,0,2,0.76,0.76
29.4479,79.69423,307.66,0.43,0.62,2024-05-04,2111,N20,VIIRS,n,2,287.2,1.47,N,0,2,0.73,0.73
29.40492,79.9146,309.41,0.44,0.62,2024-05-04,2111,N20,VIIRS,n,2,291.1,1.43,N,0,2,0.77,0.77
28.64891,76.34786,308.03,0.56,0.51,2024-05-04,2112,N20,VIIRS,n,2,290.77,2.08,N,0,2,0.85,0.85
25.10301,83.61949,306.24,0.62,0.71,2024-05-05,1913,N20,VIIRS,n,2,291.95,1.84,N,0,2,0.79,0.79
30.40449,79.21931,298.39,0.4,0.44,2024-05-05,2052,N20,VIIRS,n,2,287.25,1.51,N,0,2,0.79,0.79
30.39002,79.24699,303.0,0.41,0.45,2024-05-05,2052,N20,VIIRS,n,2,287.77,0.89,N,0,2,0.78,0.78
30.33733,78.65244,308.52,0.57,0.43,2024-05-05,2052,N20,VIIRS,n,2,291.1,2.21,N,0,2,0.74,0.74
30.35827,78.23472,314.59,0.54,0.42,2024-05-05,2052,N20,VIIRS,n,2,289.19,3.65,N,0,2,0.74,0.74
30.3253,78.30112,304.0,0.54,0.42,2024-05-05,2052,N20,VIIRS,n,2,288.38,1.19,N,0,2,0.77,0.77
30.03981,79.65277,297.44,0.43,0.46,2024-05-05,2052,N20,VIIRS,n,2,287.06,0.97,N,0,2,0.9,0.9
29.99622,79.63194,305.25,0.43,0.46,2024-05-05,2052,N20,VIIRS,n,2,288.4,1.58,N,0,2,0.73,0.73
29.91211,79.46746,299.35,0.43,0.46,2024-05-05,2052,N20,VIIRS,n,2,288.42,1.22,N,0,2,0.72,0.72
29.77501,79.5696,298.77,0.43,0.46,2024-05-05,2052,N20,VIIRS,n,2,287.76,1.11,N,0,2,0.71,0.71
29.43394,79.43256,299.73,0.43,0.46,2024-05-05,2052,N20,VIIRS,n,2,288.41,1.72,N,0,2,0.75,0.75
21.54572,75.56931,302.55,0.54,0.42,2024-05-05,2055,N20,VIIRS,n,2,288.61,4.79,N,0,2,0.74,0.74
21.43219,72.97376,305.77,0.42,0.37,2024-05-05,2055,N20,VIIRS,n,2,288.9,1.3,N,0,2,0.71,0.71
18.13217,83.63565,312.02,0.68,0.74,2024-05-05,2055,N20,VIIRS,n,2,290.76,2.64,N,0,2,0.79,0.79
13.6019,77.9088,307.39,0.35,0.57,2024-05-05,2057,N20,VIIRS,n,2,289.09,1.2,N,0,2,0.89,0.89
29.6352,79.5299,297.54,0.4,0.37,2024-05-06,2033,N20,VIIRS,n,2,286.93,1.05,N,0,2,0.72,0.72
30.03698,78.74432,307.31,0.39,0.36,2024-05-06,2033,N20,VIIRS,n,2,288.07,1.0,N,0,2,0.74,0.74
30.24513,78.40627,311.01,0.39,0.36,2024-05-06,2033,N20,VIIRS,n,2,290.19,1.83,N,0,2,0.8,0.8
26.04189,79.4034,301.42,0.43,0.38,2024-05-06,2034,N20,VIIRS,n,2,289.75,0.96,N,0,2,0.87,0.87
26.48526,84.5334,314.62,0.52,0.5,2024-05-06,2034,N20,VIIRS,n,2,290.25,2.06,N,0,2,0.77,0.77
29.34015,79.62287,308.41,0.41,0.37,2024-05-06,2034,N20,VIIRS,n,2,290.52,2.12,N,0,2,0.77,0.77
24.96506,80.96181,316.15,0.52,0.41,2024-05-06,2035,N20,VIIRS,n,2,297.71,4.03,N,0,2,0.73,0.73
20.83014,84.47858,311.79,0.33,0.55,2024-05-06,2036,N20,VIIRS,n,2,288.01,2.47,N,0,2,0.85,0.85
20.83068,84.47604,311.8,0.33,0.55,2024-05-06,2036,N20,VIIRS,n,2,288.63,2.47,N,0,2,0.76,0.76
30.23414,79.1544,306.87,0.46,0.39,2024-05-07,2014,N20,VIIRS,n,2,286.14,1.03,N,0,2,0.79,0.79
30.42754,78.28066,306.41,0.5,0.41,2024-05-07,2014,N20,VIIRS,n,2,286.53,1.85,N,0,2,0.75,0.75
29.48247,79.39545,309.13,0.44,0.38,2024-05-07,2015,N20,VIIRS,n,2,287.37,1.69,N,0,2,0.76,0.76
29.39371,79.76468,297.38,0.43,0.38,2024-05-07,2015,N20,VIIRS,n,2,287.08,0.41,N,0,2,0.78,0.78
30.11227,79.02074,300.99,0.46,0.39,2024-05-07,2015,N20,VIIRS,n,2,287.67,0.89,N,0,2,0.76,0.76
30.07682,78.72021,300.68,0.47,0.4,2024-05-07,2015,N20,VIIRS,n,2,287.32,1.43,N,0,2,0.86,0.86
25.70181,78.15557,311.38,0.45,0.39,2024-05-07,2016,N20,VIIRS,n,2,289.02,3.83,N,0,2,0.73,0.73
24.15934,82.60007,303.48,0.4,0.37,2024-05-07,2016,N20,VIIRS,n,2,284.73,1.81,N,0,2,0.78,0.78
23.16523,82.33801,313.08,0.45,0.39,2024-05-08,1957,N20,VIIRS,n,2,290.38,2.39,N,0,2,0.74,0.74
13.04724,75.05322,299.64,0.64,0.72,2024-05-09,1942,N20,VIIRS,n,2,286.77,2.06,N,0,2,0.76,0.76
25.21407,76.12106,305.7,0.4,0.6,2024-05-09,2119,N20,VIIRS,n,2,290.41,1.79,N,0,2,0.73,0.73
27.7679,82.06087,309.58,0.41,0.61,2024-05-10,2059,N20,VIIRS,n,2,289.4,0.9,N,0,2,0.78,0.78
14.27016,80.12777,306.67,0.61,0.71,2024-05-10,2103,N20,VIIRS,n,2,290.67,2.76,N,0,2,0.78,0.78
31.32818,77.0089,319.48,0.5,0.41,2024-05-12,2020,N20,VIIRS,n,2,291.09,3.72,N,0,2,0.72,0.72
26.77725,78.80956,303.85,0.4,0.37,2024-05-12,2022,N20,VIIRS,n,2,288.16,1.92,N,0,2,0.78,0.78
31.97732,76.24741,301.94,0.66,0.73,2024-05-14,1942,N20,VIIRS,n,2,290.41,3.01,N,0,2,0.8,0.8
31.70956,76.00175,303.61,0.67,0.74,2024-05-14,1942,N20,VIIRS,n,2,290.4,2.07,N,0,2,0.78,0.78
30.978,77.30633,311.26,0.56,0.69,2024-05-14,1943,N20,VIIRS,n,2,287.78,1.83,N,0,2,0.86,0.86
30.98436,77.30671,306.85,0.56,0.69,2024-05-14,1943,N20,VIIRS,n,2,287.01,1.83,N,0,2,0.74,0.74
31.32871,76.80608,304.24,0.6,0.71,2024-05-14,1943,N20,VIIRS,n,2,290.32,2.9,N,0,2,0.89,0.89
31.44942,77.00533,298.95,0.59,0.7,2024-05-14,1943,N20,VIIRS,n,2,286.37,1.22,N,0,2,0.71,0.71
20.74055,73.56756,308.17,0.77,0.77,2024-05-14,1946,N20,VIIRS,n,2,288.05,5.51,N,0,2,0.86,0.86
31.02891,76.86219,315.12,0.41,0.6,2024-05-14,2123,N20,VIIRS,n,2,291.71,2.52,N,0,2,0.78,0.78
25.26694,84.39848,319.6,0.35,0.57,2024-05-15,1925,N20,VIIRS,n,2,287.78,3.56,N,0,2,0.71,0.71
23.49094,87.36975,308.41,0.44,0.46,2024-05-15,1926,N20,VIIRS,n,2,293.63,2.89,N,0,2,0.71,0.71
24.63293,80.69488,304.28,0.5,0.66,2024-05-15,2106,N20,VIIRS,n,2,288.37,3.49,N,0,2,0.78,0.78
24.87512,83.86083,302.26,0.75,0.77,2024-05-16,1906,N20,VIIRS,n,2,289.02,1.95,N,0,2,0.85,0.85
29.88069,78.93662,308.66,0.49,0.41,2024-05-16,2046,N20,VIIRS,n,2,290.1,1.54,N,0,2,0.71,0.71
29.30857,79.91622,301.59,0.56,0.43,2024-05-16,2046,N20,VIIRS,n,2,290.81,1.81,N,0,2,0.73,0.73
30.36254,78.38825,318.14,0.46,0.39,2024-05-16,2046,N20,VIIRS,n,2,290.03,1.69,N,0,2,0.8,0.8
33.86751,75.28957,306.05,0.54,0.42,2024-05-17,2026,N20,VIIRS,n,2,286.56,1.21,N,0,2,0.72,0.72
30.28672,78.43254,305.56,0.39,0.36,2024-05-17,2027,N20,VIIRS,n,2,290.14,1.55,N,0,2,0.88,0.88
17.62228,83.19303,305.99,0.5,0.49,2024-05-17,2030,N20,VIIRS,n,2,290.53,2.62,N,0,2,0.81,0.81
30.3348,78.28014,318.73,0.41,0.45,2024-05-18,2008,N20,VIIRS,n,2,288.66,2.07,N,0,2,0.77,0.77
31.66168,76.25726,309.01,0.53,0.67,2024-05-19,1949,N20,VIIRS,n,2,294.57,5.36,N,0,2,0.73,0.73
14.16833,79.7058,312.51,0.4,0.44,2024-05-19,1953,N20,VIIRS,n,2,289.65,4.03,N,0,2,0.8,0.8
31.57605,75.9673,319.5,0.43,0.62,2024-05-19,2129,N20,VIIRS,n,2,290.4,3.33,N,0,2,0.76,0.76
33.69107,73.99352,302.56,0.5,0.41,2024-05-20,2110,N20,VIIRS,n,2,291.82,3.47,N,0,2,0.72,0.72
30.98371,77.11294,301.92,0.55,0.51,2024-05-20,2110,N20,VIIRS,n,2,290.33,1.24,N,0,2,0.71,0.71
30.75706,77.3595,304.73,0.48,0.4,2024-05-21,2052,N20,VIIRS,n,2,291.87,1.22,N,0,2,0.74,0.74
30.56281,77.14236,309.88,0.37,0.58,2024-05-24,1955,N20,VIIRS,n,2,291.01,2.07,N,0,2,0.75,0.75
31.50876,75.70105,307.14,0.51,0.66,2024-05-24,2135,N20,VIIRS,n,2,291.5,1.46,N,0,2,0.77,0.77
31.39292,76.58276,305.39,0.58,0.69,2024-05-24,2135,N20,VIIRS,n,2,290.05,2.65,N,0,2,0.73,0.73
